2023-12-04-17-23-14_activity-import-format-1-xls, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-239. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-240. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-241. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-242. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-243. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-244. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-245. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-246. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-247. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-248. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-249. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-250. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-251. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-252. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-253. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-254. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-255. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-256. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-257. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-258. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-259. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-260. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-261. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-262. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-263. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-264. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-265. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-266. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-267. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-269. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-270. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-271. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-272. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-273. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-275. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-276. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-277. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-278. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-279. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-280. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-281. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-282. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-283. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-284. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-285. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-286. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-288. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-289. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-290. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-292. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-294. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-296. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-297. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-298. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-299. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-300. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-301. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-302. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-304. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-305. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-306. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-307. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-308. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-309. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-310. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-312. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-313. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-314. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-315. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-317. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-318. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-319. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-320. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-321. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-322. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-323. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-324. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-325. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-326. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-327. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-329. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-330. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-331. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-333. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-334. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-335. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-336. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-337. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-338. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-339. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-340. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-341. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-343. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-344. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-346. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-347. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-348. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-349. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-350. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-351. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-352. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-353. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-354. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-356. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-357. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-358. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-359. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-361. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-362. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-363. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-364. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-366. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-367. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-368. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-370. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-371. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-372. Failed: Currency -  not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Row No-373. Failed: Currency - AUD does not exist...! - 04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
Import Status. - 373 - Failed(329), Updated(0), Success(0)_04-12-2023 05:23pm, Added by- Bhanu Pratap, IP Address- 122.161.52.28
