2023-11-29-14-56-11_hotel-import-format-7-xls, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-3. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-3.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-4. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-4. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-4. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-4. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-4. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-4.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-5. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-5. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-5. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-5. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-5. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-5.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-6. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-6. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-6. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-6. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-6. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-6.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-7. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-7. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-7. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-7. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-7. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-7.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-8. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-8. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-8. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-8. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-8. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-8.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-9. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-9. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-9. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-9. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-9. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-9.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-10. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-10. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-10. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-10. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-10. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-10.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-11. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-11. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-11. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-11. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-11. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-11.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-12. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-12. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-12. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-12. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-12. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-12.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-13. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-13. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-13. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-13. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-13. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-13.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-13. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-14. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-14. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-14. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-14. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-14. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-14.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-14.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-15. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-15. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-15. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-15. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-15. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-15.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-15.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-16. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-16. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-16. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-16. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-16. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-16.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-16.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-17. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-17. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-17. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-17. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-17. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-17.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-17.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-18. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-19. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-19. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-19. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-19. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-19. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-19.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-19.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-20. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-20. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-20. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-20. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-20. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-20.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-20.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-21. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-22. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-23. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-24. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-25. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-26. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-27. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-28. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-29. Failed: Room Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-30. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-30. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-30. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-30. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-30. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-30.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-30.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-31. Warning: Hotel Type Keyword does not exists...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-31. Warning: State does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-31. Warning: City does not exits...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-31. Failed: Room GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-31. Failed: Meal GST is not valid...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-31.  Failed: Hotel Category keyword does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
Row No-31.  Failed: Market Type does not exist...! - 29-11-2023 02:56pm, Added by- Bhanu Pratap, IP Address- 122.161.48.74
